s,C,C,C,C,C,C
 3.1000000E+003, 3.1280197E+001, 3.2539524E+001, 3.6200527E+001, 4.2254497E+001, 5.0638220E+001, 6.1475906E+001
 3.1500000E+003, 3.1586030E+001, 3.2845786E+001, 3.6505793E+001, 4.2551830E+001, 5.0914527E+001, 6.1713125E+001
 3.2000000E+003, 3.1891980E+001, 3.3151874E+001, 3.6810175E+001, 4.2847488E+001, 5.1188669E+001, 6.1948270E+001
 3.2500000E+003, 3.2197977E+001, 3.3457736E+001, 3.7113665E+001, 4.3141508E+001, 5.1460719E+001, 6.2181416E+001
 3.3000000E+003, 3.2503954E+001, 3.3763320E+001, 3.7416251E+001, 4.3433929E+001, 5.1730747E+001, 6.2412634E+001
 3.3500000E+003, 3.2809846E+001, 3.4068579E+001, 3.7717924E+001, 4.3724785E+001, 5.1998817E+001, 6.2641993E+001
 3.4000000E+003, 3.3115596E+001, 3.4373468E+001, 3.8018677E+001, 4.4014111E+001, 5.2264993E+001, 6.2869558E+001
 3.4500000E+003, 3.3421147E+001, 3.4677946E+001, 3.8318501E+001, 4.4301936E+001, 5.2529331E+001, 6.3095388E+001
 3.5000000E+003, 3.3726446E+001, 3.4981973E+001, 3.8617390E+001, 4.4588292E+001, 5.2791888E+001, 6.3319541E+001
 3.5500000E+003, 3.4031446E+001, 3.5285513E+001, 3.8915336E+001, 4.4873207E+001, 5.3052717E+001, 6.3542071E+001
 3.6000000E+003, 3.4336099E+001, 3.5588531E+001, 3.9212336E+001, 4.5156709E+001, 5.3311866E+001, 6.3763030E+001
 3.6500000E+003, 3.4640363E+001, 3.5890995E+001, 3.9508382E+001, 4.5438822E+001, 5.3569383E+001, 6.3982466E+001
 3.7000000E+003, 3.4944197E+001, 3.6192875E+001, 3.9803471E+001, 4.5719572E+001, 5.3825312E+001, 6.4200425E+001
 3.7500000E+003, 3.5247563E+001, 3.6494142E+001, 4.0097597E+001, 4.5998982E+001, 5.4079696E+001, 6.4416951E+001
 3.8000000E+003, 3.5550426E+001, 3.6794770E+001, 4.0390759E+001, 4.6277074E+001, 5.4332574E+001, 6.4632084E+001
 3.8500000E+003, 3.5852753E+001, 3.7094735E+001, 4.0682951E+001, 4.6553869E+001, 5.4583985E+001, 6.4845863E+001
 3.9000000E+003, 3.6154511E+001, 3.7394014E+001, 4.0974172E+001, 4.6829388E+001, 5.4833963E+001, 6.5058326E+001
 3.9500000E+003, 3.6455672E+001, 3.7692584E+001, 4.1264418E+001, 4.7103649E+001, 5.5082543E+001, 6.5269507E+001
 4.0000000E+003, 3.6756210E+001, 3.7990427E+001, 4.1553688E+001, 4.7376671E+001, 5.5329758E+001, 6.5479439E+001
 4.0500000E+003, 3.7056097E+001, 3.8287522E+001, 4.1841979E+001, 4.7648471E+001, 5.5575637E+001, 6.5688154E+001
 4.1000000E+003, 3.7355310E+001, 3.8583854E+001, 4.2129291E+001, 4.7919067E+001, 5.5820210E+001, 6.5895681E+001
 4.1500000E+003, 3.7653828E+001, 3.8879405E+001, 4.2415621E+001, 4.8188473E+001, 5.6063504E+001, 6.6102048E+001
 4.2000000E+003, 3.7951629E+001, 3.9174162E+001, 4.2700969E+001, 4.8456705E+001, 5.6305545E+001, 6.6307282E+001
 4.2500000E+003, 3.8248694E+001, 3.9468108E+001, 4.2985335E+001, 4.8723778E+001, 5.6546359E+001, 6.6511409E+001
 4.3000000E+003, 3.8545005E+001, 3.9761233E+001, 4.3268717E+001, 4.8989706E+001, 5.6785968E+001, 6.6714452E+001
 4.3500000E+003, 3.8840545E+001, 4.0053524E+001, 4.3551116E+001, 4.9254501E+001, 5.7024395E+001, 6.6916435E+001
 4.4000000E+003, 3.9135298E+001, 4.0344969E+001, 4.3832532E+001, 4.9518177E+001, 5.7261662E+001, 6.7117378E+001
 4.4500000E+003, 3.9429251E+001, 4.0635559E+001, 4.4112964E+001, 4.9780745E+001, 5.7497788E+001, 6.7317302E+001
 4.5000000E+003, 3.9722389E+001, 4.0925283E+001, 4.4392413E+001, 5.0042218E+001, 5.7732793E+001, 6.7516227E+001
 4.5500000E+003, 4.0014701E+001, 4.1214134E+001, 4.4670881E+001, 5.0302607E+001, 5.7966695E+001, 6.7714172E+001
 4.6000000E+003, 4.0306174E+001, 4.1502104E+001, 4.4948367E+001, 5.0561921E+001, 5.8199512E+001, 6.7911154E+001
 4.6500000E+003, 4.0596798E+001, 4.1789185E+001, 4.5224873E+001, 5.0820173E+001, 5.8431260E+001, 6.8107189E+001
 4.7000000E+003, 4.0886564E+001, 4.2075370E+001, 4.5500399E+001, 5.1077371E+001, 5.8661955E+001, 6.8302294E+001
 4.7500000E+003, 4.1175461E+001, 4.2360653E+001, 4.5774947E+001, 5.1333525E+001, 5.8891612E+001, 6.8496484E+001
 4.8000000E+003, 4.1463482E+001, 4.2645029E+001, 4.6048518E+001, 5.1588645E+001, 5.9120246E+001, 6.8689774E+001
 4.8500000E+003, 4.1750619E+001, 4.2928493E+001, 4.6321115E+001, 5.1842738E+001, 5.9347870E+001, 6.8882176E+001
 4.9000000E+003, 4.2036865E+001, 4.3211040E+001, 4.6592737E+001, 5.2095815E+001, 5.9574498E+001, 6.9073705E+001
 4.9500000E+003, 4.2322214E+001, 4.3492667E+001, 4.6863387E+001, 5.2347883E+001, 5.9800142E+001, 6.9264373E+001
 5.0000000E+003, 4.2606660E+001, 4.3773369E+001, 4.7133067E+001, 5.2598949E+001, 6.0024813E+001, 6.9454191E+001
 5.0500000E+003, 4.2890198E+001, 4.4053144E+001, 4.7401779E+001, 5.2849022E+001, 6.0248525E+001, 6.9643171E+001
 5.1000000E+003, 4.3172822E+001, 4.4331988E+001, 4.7669525E+001, 5.3098109E+001, 6.0471286E+001, 6.9831325E+001
 5.1500000E+003, 4.3454530E+001, 4.4609899E+001, 4.7936306E+001, 5.3346218E+001, 6.0693109E+001, 7.0018662E+001
 5.2000000E+003, 4.3735315E+001, 4.4886875E+001, 4.8202125E+001, 5.3593354E+001, 6.0914003E+001, 7.0205192E+001
 5.2500000E+003, 4.4015177E+001, 4.5162915E+001, 4.8466984E+001, 5.3839526E+001, 6.1133977E+001, 7.0390925E+001
 5.3000000E+003, 4.4294110E+001, 4.5438017E+001, 4.8730886E+001, 5.4084739E+001, 6.1353042E+001, 7.0575870E+001
 5.3500000E+003, 4.4572114E+001, 4.5712179E+001, 4.8993832E+001, 5.4329000E+001, 6.1571206E+001, 7.0760035E+001
 5.4000000E+003, 4.4849184E+001, 4.5985401E+001, 4.9255826E+001, 5.4572315E+001, 6.1788477E+001, 7.0943430E+001
 5.4500000E+003, 4.5125321E+001, 4.6257682E+001, 4.9516869E+001, 5.4814690E+001, 6.2004864E+001, 7.1126062E+001
 5.5000000E+003, 4.5400521E+001, 4.6529022E+001, 4.9776964E+001, 5.5056130E+001, 6.2220374E+001, 7.1307938E+001
 5.5500000E+003, 4.5674784E+001, 4.6799420E+001, 5.0036114E+001, 5.5296642E+001, 6.2435016E+001, 7.1489067E+001
 5.6000000E+003, 4.5948108E+001, 4.7068877E+001, 5.0294321E+001, 5.5536231E+001, 6.2648797E+001, 7.1669455E+001
 5.6500000E+003, 4.6220494E+001, 4.7337392E+001, 5.0551589E+001, 5.5774903E+001, 6.2861723E+001, 7.1849108E+001
 5.7000000E+003, 4.6491939E+001, 4.7604967E+001, 5.0807919E+001, 5.6012661E+001, 6.3073801E+001, 7.2028035E+001
 5.7500000E+003, 4.6762444E+001, 4.7871601E+001, 5.1063314E+001, 5.6249513E+001, 6.3285039E+001, 7.2206240E+001
 5.8000000E+003, 4.7032009E+001, 4.8137296E+001, 5.1317778E+001, 5.6485463E+001, 6.3495443E+001, 7.2383731E+001
 5.8500000E+003, 4.7300634E+001, 4.8402052E+001, 5.1571312E+001, 5.6720515E+001, 6.3705018E+001, 7.2560512E+001
 5.9000000E+003, 4.7568320E+001, 4.8665870E+001, 5.1823920E+001, 5.6954674E+001, 6.3913771E+001, 7.2736590E+001
 5.9500000E+003, 4.7835066E+001, 4.8928752E+001, 5.2075605E+001, 5.7187945E+001, 6.4121707E+001, 7.2911969E+001
 6.0000000E+003, 4.8100873E+001, 4.9190698E+001, 5.2326369E+001, 5.7420333E+001, 6.4328832E+001, 7.3086656E+001
 6.0500000E+003, 4.8365742E+001, 4.9451711E+001, 5.2576215E+001, 5.7651843E+001, 6.4535152E+001, 7.3260656E+001
 6.1000000E+003, 4.8629675E+001, 4.9711791E+001, 5.2825147E+001, 5.7882478E+001, 6.4740672E+001, 7.3433973E+001
 6.1500000E+003, 4.8892671E+001, 4.9970941E+001, 5.3073166E+001, 5.8112242E+001, 6.4945396E+001, 7.3606612E+001
 6.2000000E+003, 4.9154733E+001, 5.0229162E+001, 5.3320277E+001, 5.8341141E+001, 6.5149331E+001, 7.3778578E+001
 6.2500000E+003, 4.9415862E+001, 5.0486455E+001, 5.3566482E+001, 5.8569178E+001, 6.5352480E+001, 7.3949875E+001
 6.3000000E+003, 4.9676059E+001, 5.0742824E+001, 5.3811783E+001, 5.8796358E+001, 6.5554848E+001, 7.4120508E+001
 6.3500000E+003, 4.9935326E+001, 5.0998269E+001, 5.4056185E+001, 5.9022684E+001, 6.5756441E+001, 7.4290481E+001
 6.4000000E+003, 5.0193665E+001, 5.1252793E+001, 5.4299689E+001, 5.9248161E+001, 6.5957262E+001, 7.4459797E+001
 6.4500000E+003, 5.0451076E+001, 5.1506398E+001, 5.4542300E+001, 5.9472791E+001, 6.6157316E+001, 7.4628462E+001
 6.5000000E+003, 5.0707563E+001, 5.1759086E+001, 5.4784019E+001, 5.9696580E+001, 6.6356607E+001, 7.4796479E+001
 6.5500000E+003, 5.0963127E+001, 5.2010859E+001, 5.5024850E+001, 5.9919531E+001, 6.6555140E+001, 7.4963852E+001
 6.6000000E+003, 5.1217769E+001, 5.2261720E+001, 5.5264796E+001, 6.0141648E+001, 6.6752918E+001, 7.5130584E+001
 6.6500000E+003, 5.1471493E+001, 5.2511671E+001, 5.5503860E+001, 6.0362934E+001, 6.6949945E+001, 7.5296680E+001
 6.7000000E+003, 5.1724300E+001, 5.2760715E+001, 5.5742045E+001, 6.0583393E+001, 6.7146226E+001, 7.5462142E+001
 6.7500000E+003, 5.1976193E+001, 5.3008853E+001, 5.5979353E+001, 6.0803029E+001, 6.7341764E+001, 7.5626975E+001
 6.8000000E+003, 5.2227173E+001, 5.3256089E+001, 5.6215789E+001, 6.1021845E+001, 6.7536562E+001, 7.5791181E+001
 6.8500000E+003, 5.2477244E+001, 5.3502425E+001, 5.6451355E+001, 6.1239845E+001, 6.7730626E+001, 7.5954763E+001
 6.9000000E+003, 5.2726407E+001, 5.3747863E+001, 5.6686053E+001, 6.1457032E+001, 6.7923958E+001, 7.6117726E+001
 6.9500000E+003, 5.2974665E+001, 5.3992407E+001, 5.6919888E+001, 6.1673409E+001, 6.8116561E+001, 7.6280073E+001
 7.0000000E+003, 5.3222020E+001, 5.4236058E+001, 5.7152862E+001, 6.1888981E+001, 6.8308440E+001, 7.6441805E+001
 7.0500000E+003, 5.3468475E+001, 5.4478819E+001, 5.7384977E+001, 6.2103749E+001, 6.8499597E+001, 7.6602928E+001
 7.1000000E+003, 5.3714033E+001, 5.4720694E+001, 5.7616238E+001, 6.2317719E+001, 6.8690037E+001, 7.6763442E+001
 7.1500000E+003, 5.3958695E+001, 5.4961685E+001, 5.7846647E+001, 6.2530892E+001, 6.8879762E+001, 7.6923352E+001
 7.2000000E+003, 5.4202465E+001, 5.5201794E+001, 5.8076207E+001, 6.2743273E+001, 6.9068775E+001, 7.7082661E+001
 7.2500000E+003, 5.4445346E+001, 5.5441024E+001, 5.8304921E+001, 6.2954864E+001, 6.9257081E+001, 7.7241370E+001
 7.3000000E+003, 5.4687339E+001, 5.5679378E+001, 5.8532792E+001, 6.3165669E+001, 6.9444681E+001, 7.7399484E+001
 7.3500000E+003, 5.4928448E+001, 5.5916859E+001, 5.8759824E+001, 6.3375691E+001, 6.9631580E+001, 7.7557004E+001
 7.4000000E+003, 5.5168676E+001, 5.6153470E+001, 5.8986018E+001, 6.3584933E+001, 6.9817780E+001, 7.7713934E+001
 7.4500000E+003, 5.5408024E+001, 5.6389214E+001, 5.9211379E+001, 6.3793398E+001, 7.0003285E+001, 7.7870276E+001
 7.5000000E+003, 5.5646497E+001, 5.6624093E+001, 5.9435908E+001, 6.4001089E+001, 7.0188096E+001, 7.8026032E+001
 7.5500000E+003, 5.5884096E+001, 5.6858109E+001, 5.9659610E+001, 6.4208009E+001, 7.0372218E+001, 7.8181206E+001
 7.6000000E+003, 5.6120824E+001, 5.7091267E+001, 5.9882487E+001, 6.4414162E+001, 7.0555654E+001, 7.8335800E+001
 7.6500000E+003, 5.6356685E+001, 5.7323569E+001, 6.0104541E+001, 6.4619550E+001, 7.0738406E+001, 7.8489816E+001
 7.7000000E+003, 5.6591681E+001, 5.7555018E+001, 6.0325777E+001, 6.4824176E+001, 7.0920476E+001, 7.8643257E+001
 7.7500000E+003, 5.6825815E+001, 5.7785616E+001, 6.0546197E+001, 6.5028044E+001, 7.1101869E+001, 7.8796126E+001
 7.8000000E+003, 5.7059089E+001, 5.8015366E+001, 6.0765803E+001, 6.5231156E+001, 7.1282586E+001, 7.8948425E+001
 7.8500000E+003, 5.7291507E+001, 5.8244273E+001, 6.0984599E+001, 6.5433515E+001, 7.1462631E+001, 7.9100156E+001
 7.9000000E+003, 5.7523072E+001, 5.8472337E+001, 6.1202588E+001, 6.5635124E+001, 7.1642007E+001, 7.9251321E+001
 7.9500000E+003, 5.7753786E+001, 5.8699562E+001, 6.1419773E+001, 6.5835986E+001, 7.1820715E+001, 7.9401924E+001
 8.0000000E+003, 5.7983652E+001, 5.8925952E+001, 6.1636156E+001, 6.6036105E+001, 7.1998759E+001, 7.9551966E+001
 8.0500000E+003, 5.8212673E+001, 5.9151508E+001, 6.1851741E+001, 6.6235482E+001, 7.2176142E+001, 7.9701449E+001
 8.1000000E+003, 5.8440852E+001, 5.9376235E+001, 6.2066530E+001, 6.6434121E+001, 7.2352865E+001, 7.9850377E+001
 8.1500000E+003, 5.8668192E+001, 5.9600134E+001, 6.2280527E+001, 6.6632024E+001, 7.2528932E+001, 7.9998751E+001
 8.2000000E+003, 5.8894696E+001, 5.9823208E+001, 6.2493733E+001, 6.6829194E+001, 7.2704346E+001, 8.0146573E+001
 8.2500000E+003, 5.9120366E+001, 6.0045462E+001, 6.2706153E+001, 6.7025635E+001, 7.2879109E+001, 8.0293846E+001
 8.3000000E+003, 5.9345206E+001, 6.0266896E+001, 6.2917789E+001, 6.7221349E+001, 7.3053223E+001, 8.0440572E+001
 8.3500000E+003, 5.9569219E+001, 6.0487515E+001, 6.3128643E+001, 6.7416338E+001, 7.3226691E+001, 8.0586754E+001
 8.4000000E+003, 5.9792406E+001, 6.0707321E+001, 6.3338719E+001, 6.7610605E+001, 7.3399516E+001, 8.0732392E+001
 8.4500000E+003, 6.0014772E+001, 6.0926317E+001, 6.3548020E+001, 6.7804154E+001, 7.3571700E+001, 8.0877490E+001
 8.5000000E+003, 6.0236319E+001, 6.1144506E+001, 6.3756548E+001, 6.7996987E+001, 7.3743246E+001, 8.1022050E+001
 8.5500000E+003, 6.0457049E+001, 6.1361891E+001, 6.3964306E+001, 6.8189106E+001, 7.3914156E+001, 8.1166073E+001
 8.6000000E+003, 6.0676967E+001, 6.1578474E+001, 6.4171297E+001, 6.8380514E+001, 7.4084432E+001, 8.1309562E+001
 8.6502559E+003, 6.0906033E+001, 6.1804067E+001, 6.4386896E+001, 6.8579882E+001, 7.4261788E+001, 8.1459014E+001
 8.7002959E+003, 6.1109437E+001, 6.2004387E+001, 6.4578342E+001, 6.8756914E+001, 7.4419273E+001, 8.1591715E+001
 8.7503320E+003, 6.1335255E+001, 6.2226780E+001, 6.4790882E+001, 6.8953449E+001, 7.4594106E+001, 8.1739044E+001
 8.8000088E+003, 6.1549106E+001, 6.2437388E+001, 6.4992158E+001, 6.9139568E+001, 7.4759672E+001, 8.1878559E+001
 8.8502432E+003, 6.1764116E+001, 6.2649136E+001, 6.5194523E+001, 6.9326692E+001, 7.4926132E+001, 8.2018827E+001
 8.9002988E+003, 6.1982191E+001, 6.2863903E+001, 6.5399772E+001, 6.9516483E+001, 7.5094962E+001, 8.2161096E+001
 8.9500996E+003, 6.2193591E+001, 6.3072095E+001, 6.5598736E+001, 6.9700461E+001, 7.5258622E+001, 8.2299007E+001
 9.0002783E+003, 6.2405485E+001, 6.3280773E+001, 6.5798165E+001, 6.9884867E+001, 7.5422662E+001, 8.2437238E+001
 9.0502051E+003, 6.2624144E+001, 6.3496114E+001, 6.6003960E+001, 7.0075160E+001, 7.5591937E+001, 8.2579881E+001
 9.1002939E+003, 6.2829760E+001, 6.3698610E+001, 6.6197479E+001, 7.0254100E+001, 7.5751114E+001, 8.2714013E+001
 9.1500967E+003, 6.3044679E+001, 6.3910266E+001, 6.6399751E+001, 7.0441133E+001, 7.5917489E+001, 8.2854212E+001
 9.2003154E+003, 6.3254239E+001, 6.4116645E+001, 6.6596980E+001, 7.0623503E+001, 7.6079715E+001, 8.2990912E+001
 9.2501650E+003, 6.3461093E+001, 6.4320360E+001, 6.6791662E+001, 7.0803516E+001, 7.6239844E+001, 8.3125846E+001
 9.3002822E+003, 6.3674011E+001, 6.4530045E+001, 6.6992049E+001, 7.0988805E+001, 7.6404666E+001, 8.3264735E+001
 9.3502344E+003, 6.3878674E+001, 6.4731601E+001, 6.7184666E+001, 7.1166908E+001, 7.6563096E+001, 8.3398235E+001
 9.4003438E+003, 6.4088998E+001, 6.4938732E+001, 6.7382612E+001, 7.1349938E+001, 7.6725907E+001, 8.3535432E+001
 9.4503965E+003, 6.4296156E+001, 6.5142743E+001, 6.7577576E+001, 7.1530209E+001, 7.6886265E+001, 8.3670559E+001
 9.5001885E+003, 6.4501941E+001, 6.5345404E+001, 6.7771247E+001, 7.1709286E+001, 7.7045559E+001, 8.3804790E+001
 9.5500264E+003, 6.4703607E+001, 6.5544008E+001, 6.7961043E+001, 7.1884778E+001, 7.7201665E+001, 8.3936332E+001
 9.6002393E+003, 6.4908854E+001, 6.5746138E+001, 6.8154207E+001, 7.2063385E+001, 7.7360540E+001, 8.4070209E+001
 9.6503271E+003, 6.5113374E+001, 6.5947552E+001, 6.8346687E+001, 7.2241359E+001, 7.7518853E+001, 8.4203610E+001
 9.7003994E+003, 6.5313879E+001, 6.6145012E+001, 6.8535388E+001, 7.2415838E+001, 7.7674056E+001, 8.4334394E+001
 9.7502686E+003, 6.5521978E+001, 6.6349950E+001, 6.8731235E+001, 7.2596924E+001, 7.7835136E+001, 8.4470131E+001
 9.8000732E+003, 6.5718894E+001, 6.6543875E+001, 6.8916556E+001, 7.2768278E+001, 7.7987559E+001, 8.4598567E+001
 9.8502988E+003, 6.5915634E+001, 6.6737626E+001, 6.9101712E+001, 7.2939478E+001, 7.8139845E+001, 8.4726890E+001
 9.9003867E+003, 6.6119950E+001, 6.6938838E+001, 6.9293998E+001, 7.3117270E+001, 7.8297994E+001, 8.4860160E+001
